permit_number,address,type,value
2025-066701 PP,"907 E RIVERSIDE DR, Chattanooga, TN",Plumbing Permit,$59488
2025-145813 BP,"6815 VILLITA AVENIDA, Chattanooga, TN",Building Permit,$271094
2025-144478 EP,"2907 BEANNA ST UNIT 2, Chattanooga, TN",Electrical Permit,$68653
2025-144559 PP,"14305 MATTEROD DR, Chattanooga, TN",Plumbing Permit,$188693
2025-146314 MP,"1707 WESTMOOR DR, Chattanooga, TN",Mechanical Permit,$72166
2025-143572 PP,"13416 RIDING DR, Chattanooga, TN",Plumbing Permit,$213946
2025-125373 EP,"507 PRESSLER ST UNIT 900, Chattanooga, TN",Electrical Permit,$189005
2025-022361 PP,"2502 COLBY CV, Chattanooga, TN",Plumbing Permit,$263563
2025-144521 BP,"3103 GARWOOD ST BLDG 2, Chattanooga, TN",Building Permit,$284719
2025-105481 EP,"7877 LAKEWOOD DR, Chattanooga, TN",Electrical Permit,$287566
2024-084742 EP,"1310 LBJ WAY UNIT FW3, Chattanooga, TN",Electrical Permit,$150051
2025-146349 PP,"6905 CROSBY CIR UNIT 12, Chattanooga, TN",Plumbing Permit,$265252
2025-144511 EP,"2611 DEERFOOT TRL, Chattanooga, TN",Electrical Permit,$257165
2025-144985 MP,"6405 LOST HORIZON DR, Chattanooga, TN",Mechanical Permit,$276611
2025-139677 EP,"7600 WORDHAM DR, Chattanooga, TN",Electrical Permit,$110608
2025-130384 PP,"2730 E 7TH ST, Chattanooga, TN",Plumbing Permit,$74426
2025-049867 MP,"7100 STITZEL WELLER DR, Chattanooga, TN",Mechanical Permit,$269321
2025-144929 EP,"4806 MISTY BROOK CV, Chattanooga, TN",Electrical Permit,$85129
2025-097000 PP,"2213 DEADWOOD DR, Chattanooga, TN",Plumbing Permit,$198038
2024-141442 BP,"9701 STONELAKE BLVD, Chattanooga, TN",Building Permit,$90895
2025-145990 BP,"8 ROYAL PALMS DR, Chattanooga, TN",Building Permit,$240773
2025-146314 BP,"1707 WESTMOOR DR, Chattanooga, TN",Building Permit,$129557
2025-113816 EP,"514 UPSON ST, Chattanooga, TN",Electrical Permit,$149005
2025-145051 PP,"8302 LOS RANCHOS DR, Chattanooga, TN",Plumbing Permit,$78849
2022-178274 EP,"2141 BARTON HILLS DR, Chattanooga, TN",Electrical Permit,$288018
2025-133765 EP,"2301 E 2ND ST BLDG 1, Chattanooga, TN",Electrical Permit,$267008
2025-133274 MP,"7507 BOYD HAVEN DR UNIT B, Chattanooga, TN",Mechanical Permit,$197569
2025-143179 EP,"6211 VERA LN, Chattanooga, TN",Electrical Permit,$170174
2025-141095 BP,"1818 W ST JOHNS AVE, Chattanooga, TN",Building Permit,$66639
2025-133764 EP,"111 MILDRED ST BLDG 3, Chattanooga, TN",Electrical Permit,$292569
2025-139117 PP,"8925 BREEZE HILL DR, Chattanooga, TN",Plumbing Permit,$139607
2025-144592 PP,"1503 SPRING GARDEN RD, Chattanooga, TN",Plumbing Permit,$245786
2025-136076 PP,"8302 CAYUGA DR, Chattanooga, TN",Plumbing Permit,$193381
2025-144948 PP,"13207 RAMPART ST, Chattanooga, TN",Plumbing Permit,$194493
2025-130056 PP,"10901 N LAMAR BLVD UNIT 103, Chattanooga, TN",Plumbing Permit,$143014
2025-144739 EP,"14116 EDNA MAXINE WALK, Chattanooga, TN",Electrical Permit,$116380
2025-140746 EP,"6102 FLATROCK LN, Chattanooga, TN",Electrical Permit,$94661
2025-075664 MP,"1801 LAVACA ST UNIT 9K, Chattanooga, TN",Mechanical Permit,$287136
2025-143250 PP,"2617 TOWY RD, Chattanooga, TN",Plumbing Permit,$111574
2025-144697 EP,"14021 AXEL JOHANSON DR, Chattanooga, TN",Electrical Permit,$53206
2025-144393 EP,"4823 CALHOUN CANYON LOOP, Chattanooga, TN",Electrical Permit,$276844
2025-145950 BP,"10925 SHORT SPRINGS DR, Chattanooga, TN",Building Permit,$234920
2025-144389 EP,"72 ST STEPHENS SCHOOL RD, Chattanooga, TN",Electrical Permit,$70594
2025-131928 BP,"6203 BRIDLINGTON CIR, Chattanooga, TN",Building Permit,$274032
2025-066760 PP,"9208 THE RAVINE WAY, Chattanooga, TN",Plumbing Permit,$179487
2025-146042 BP,"5203 HALMARK DR, Chattanooga, TN",Building Permit,$200241
2025-115160 EP,"1720 LAWRENCE ST, Chattanooga, TN",Electrical Permit,$114117
2025-146454 EP,"15707 WILDWOOD TRL, Chattanooga, TN",Electrical Permit,$107264
2025-144737 EP,"14120 EDNA MAXINE WALK, Chattanooga, TN",Electrical Permit,$258421
2025-129711 BP,"7711 SHADYROCK DR, Chattanooga, TN",Building Permit,$121558
2025-141847 BP,"1512 W KOENIG LN, Chattanooga, TN",Building Permit,$201737
2025-140511 BP,"10001 1/2 N IH 35 SVRD NB, Chattanooga, TN",Building Permit,$217965
2025-146187 BP,"7200 GREENOCK ST, Chattanooga, TN",Building Permit,$107202
2025-135865 BP,"4516 SETON CENTER PKWY UNIT 350, Chattanooga, TN",Building Permit,$196646
2025-145932 PP,"2500 CHAPARRAL TRL, Chattanooga, TN",Plumbing Permit,$213839
2025-048196 PP,"13205 STABLER DR, Chattanooga, TN",Plumbing Permit,$164516
2025-143830 PP,"2119 RABB RD, Chattanooga, TN",Plumbing Permit,$275777
2025-146224 BP,"4100 E 51ST ST UNIT 300, Chattanooga, TN",Building Permit,$113831
2025-114295 EP,"48 WALLER ST--POOL, Chattanooga, TN",Electrical Permit,$121147
2025-144380 EP,"3309 THOUSAND OAKS CV, Chattanooga, TN",Electrical Permit,$271458
2025-100144 MP,"9209 CORVALLIS DR, Chattanooga, TN",Mechanical Permit,$235575
2025-142150 BP,"6101 HYSIDE DR, Chattanooga, TN",Building Permit,$91745
2025-130897 BP,"7208 BOYLE DR, Chattanooga, TN",Building Permit,$197333
2025-138955 EP,"2301 W 11TH ST, Chattanooga, TN",Electrical Permit,$132538
2025-145391 BP,"3814 ARROW DR, Chattanooga, TN",Building Permit,$268984
2025-132773 BP,"1821 DAPPLEGREY LN, Chattanooga, TN",Building Permit,$270562
2024-109380 EP,"2420 ARION CIR, Chattanooga, TN",Electrical Permit,$59804
2025-075495 PP,"7000 ARDATH ST, Chattanooga, TN",Plumbing Permit,$84525
2025-030639 DS,"1141 1/2 GUNTER ST, Chattanooga, TN",Driveway / Sidewalks,$183769
2025-145434 BP,"9004 FALLKILL DR, Chattanooga, TN",Building Permit,$98388
2025-145039 PP,"1209 ROMERIA DR, Chattanooga, TN",Plumbing Permit,$87026
2025-134848 BP,"5001 WESTVIEW DR, Chattanooga, TN",Building Permit,$228965
2025-144954 MP,"405 LIGHTSEY RD, Chattanooga, TN",Mechanical Permit,$112438
2025-144734 BP,"201 COLORADO ST, Chattanooga, TN",Building Permit,$154531
2025-144546 MP,"1308 RIDGEHAVEN DR, Chattanooga, TN",Mechanical Permit,$281389
2025-144977 MP,"8813 MOUNTAIN SHADOWS CV UNIT A, Chattanooga, TN",Mechanical Permit,$103961
2025-143266 PP,"2512 PALO VERDE DR, Chattanooga, TN",Plumbing Permit,$271805
2025-145711 PP,"3920 GLENGARRY DR, Chattanooga, TN",Plumbing Permit,$234438
2025-144470 DS,"3116 PRADO ST, Chattanooga, TN",Driveway / Sidewalks,$181424
2025-146019 PP,"5706 JIM HOGG AVE, Chattanooga, TN",Plumbing Permit,$174908
2025-144523 BP,"3103 GARWOOD ST BLDG 3, Chattanooga, TN",Building Permit,$57268
2025-143657 EP,"12007 TECHNOLOGY BLVD, Chattanooga, TN",Electrical Permit,$130123
2025-145390 BP,"1507 PARKWAY, Chattanooga, TN",Building Permit,$253836
2025-145958 BP,"3012 ROCHELLE DR, Chattanooga, TN",Building Permit,$191832
2025-144735 PP,"8502 CORNWALL DR, Chattanooga, TN",Plumbing Permit,$246813
2025-121866 BP,"11101 SANDSTONE TRL, Chattanooga, TN",Building Permit,$217377
2025-144829 BP,"1612 ASTOR PL, Chattanooga, TN",Building Permit,$194588
2025-145253 PP,"5015 TRAIL WEST DR, Chattanooga, TN",Plumbing Permit,$253919
2025-142149 EP,"7105 N IH 35 SVRD NB, Chattanooga, TN",Electrical Permit,$293068
2025-145326 EP,"2509 RIDGEVIEW ST, Chattanooga, TN",Electrical Permit,$112327
2025-144193 PP,"8513 DONGAN DR, Chattanooga, TN",Plumbing Permit,$86897
2025-115585 EP,"2514 WILSON ST BLDG 1, Chattanooga, TN",Electrical Permit,$195413
2025-138713 PP,"1904 SHARON LN, Chattanooga, TN",Plumbing Permit,$275514
2025-135418 PP,"2834 PEARL ST, Chattanooga, TN",Plumbing Permit,$113679
2025-147019 EP,"11913 ELLENA CV, Chattanooga, TN",Electrical Permit,$124624
2025-143444 DS,"4807 BERGFIELD DR, Chattanooga, TN",Driveway / Sidewalks,$133481
2025-136534 PP,"3311 HYCREEK DR, Chattanooga, TN",Plumbing Permit,$98828
2025-146343 PP,"12211 TECHNOLOGY BLVD, Chattanooga, TN",Plumbing Permit,$132845
2024-130625 MP,"2516 WINCHELL LN, Chattanooga, TN",Mechanical Permit,$92091
2025-144191 PP,"8511 DONGAN DR, Chattanooga, TN",Plumbing Permit,$244201
2025-146330 MP,"6113 BULLARD DR UNIT 1, Chattanooga, TN",Mechanical Permit,$211666
2025-144194 PP,"8515 DONGAN DR, Chattanooga, TN",Plumbing Permit,$192409
2025-145934 PP,"10500 AVERY CLUB DR BLDG 24, Chattanooga, TN",Plumbing Permit,$163903
2025-109423 BP,"1111 RED RIVER ST, Chattanooga, TN",Building Permit,$79958
2025-130739 EP,"12636 RESEARCH BLVD SVRD SB, Chattanooga, TN",Electrical Permit,$93698
2025-142150 EP,"6101 HYSIDE DR, Chattanooga, TN",Electrical Permit,$78027
2025-113754 PP,"1804 E 22ND ST--UNIT 2B, Chattanooga, TN",Plumbing Permit,$144928
2025-146964 BP,"6914 SHANNON DR, Chattanooga, TN",Building Permit,$164935
2025-138713 BP,"1904 SHARON LN, Chattanooga, TN",Building Permit,$295812
2025-135788 EP,"8610 BASIL HAYDEN LN, Chattanooga, TN",Electrical Permit,$119883
2025-143931 PP,"6108 LARCH TER, Chattanooga, TN",Plumbing Permit,$202178
2025-145979 BP,"2726 KINNEY OAKS CT, Chattanooga, TN",Building Permit,$115787
2025-146132 PP,"2602 LANSBURY DR, Chattanooga, TN",Plumbing Permit,$252878
2025-146252 BP,"901 E ST JOHNS AVE, Chattanooga, TN",Building Permit,$233979
2025-143215 EP,"10411 MARGRA LN, Chattanooga, TN",Electrical Permit,$100928
2025-138564 EP,"1808 REDLANDS ST, Chattanooga, TN",Electrical Permit,$91139
2025-143765 PP,"5453 BURNET RD BLDG A UNIT 203, Chattanooga, TN",Plumbing Permit,$194818
2025-145618 BP,"2903 HILLVIEW RD UNIT 2, Chattanooga, TN",Building Permit,$278119
2025-145322 PP,"7805 PACES MILL LN, Chattanooga, TN",Plumbing Permit,$175114
2025-145062 PP,"2705 WARREN ST, Chattanooga, TN",Plumbing Permit,$53521
2025-140799 BP,"1207 PEREZ ST, Chattanooga, TN",Building Permit,$185217
2025-146658 EP,"11701 FM 812 RD UNIT D, Chattanooga, TN",Electrical Permit,$55933
2025-144804 EP,"8814 MARMOSET WAY, Chattanooga, TN",Electrical Permit,$280569
2025-145258 MP,"9006 SLAYTON DR, Chattanooga, TN",Mechanical Permit,$234689
2025-134693 PP,"1117 ETERNITY TER, Chattanooga, TN",Plumbing Permit,$256889
2025-145798 EP,"5907 UPVALLEY RUN, Chattanooga, TN",Electrical Permit,$87445
2025-146445 PP,"5309 PALO BLANCO LN, Chattanooga, TN",Plumbing Permit,$284415
2025-143409 PP,"3313 STEVENSON AVE, Chattanooga, TN",Plumbing Permit,$214822
2025-020731 PP,"10202 EPSILON WAY, Chattanooga, TN",Plumbing Permit,$158347
2025-145125 PP,"1700 HOUSTON ST, Chattanooga, TN",Plumbing Permit,$187626
2025-138721 PP,"2908 STONEWAY DR, Chattanooga, TN",Plumbing Permit,$237328
2025-071012 EP,"8601 ARACARI CV, Chattanooga, TN",Electrical Permit,$199195
2025-124436 PP,"401 CONGRESS AVE UNIT 1100, Chattanooga, TN",Plumbing Permit,$235307
2025-043138 MP,"4412 S 1ST ST BLDG 2, Chattanooga, TN",Mechanical Permit,$265350
2025-145518 PP,"6009 GROVER AVE, Chattanooga, TN",Plumbing Permit,$180218
2025-145991 BP,"1901 BRACKENRIDGE ST, Chattanooga, TN",Building Permit,$288153
2025-113893 EP,"401 CONGRESS AVE UNIT 2075, Chattanooga, TN",Electrical Permit,$147858
2025-139427 PP,"8902 TRONE CIR, Chattanooga, TN",Plumbing Permit,$227113
2025-137967 PP,"9000 FALLKILL DR, Chattanooga, TN",Plumbing Permit,$153242
2025-144253 BP,"7101 S SIOUX TRL, Chattanooga, TN",Building Permit,$284530
2025-145982 PP,"7631 ROCKPOINT DR, Chattanooga, TN",Plumbing Permit,$256851
2025-142279 EP,"7105 N IH 35 SVRD NB, Chattanooga, TN",Electrical Permit,$62903
2025-146222 PP,"6317 BLARWOOD DR, Chattanooga, TN",Plumbing Permit,$215509
2025-146933 EP,"4100 E 51ST ST UNIT 300, Chattanooga, TN",Electrical Permit,$224816
2025-119690 PP,"4505 SPANISH OAK TRL, Chattanooga, TN",Plumbing Permit,$108383
2025-145792 EP,"5400 MESQUITE GROVE RD, Chattanooga, TN",Electrical Permit,$196812
2025-138507 MP,"5400 FREIDRICH LN UNIT 101, Chattanooga, TN",Mechanical Permit,$198073
2025-060995 EP,"2202 E 13TH ST--BLDG 1, Chattanooga, TN",Electrical Permit,$131798
2025-124436 EP,"401 CONGRESS AVE UNIT 1100, Chattanooga, TN",Electrical Permit,$74574
2025-145847 PP,"3910 DANLI LN, Chattanooga, TN",Plumbing Permit,$205622
2025-094345 PP,"1613 W 10TH ST, Chattanooga, TN",Plumbing Permit,$99476
2025-145292 MP,"9808 BRANDYWINE CIR, Chattanooga, TN",Mechanical Permit,$185154
2025-143300 EP,"2700 VIA FORTUNA, Chattanooga, TN",Electrical Permit,$74046
2025-046144 MP,"3309 LARRY LN BLDG 2, Chattanooga, TN",Mechanical Permit,$207443
2025-145922 PP,"2423 S 5TH ST, Chattanooga, TN",Plumbing Permit,$135347
2025-072650 EP,"9200 HAMADRYAS DR, Chattanooga, TN",Electrical Permit,$119306
2025-122442 EP,"1619 ELMHURST DR, Chattanooga, TN",Electrical Permit,$228718
2025-145617 BP,"2903 HILLVIEW RD Unit 1, Chattanooga, TN",Building Permit,$238380
2025-145169 PP,"7419 BOYD HAVEN DR, Chattanooga, TN",Plumbing Permit,$54383
2025-030963 DS,"3116 PRADO ST, Chattanooga, TN",Driveway / Sidewalks,$142811
2025-144813 EP,"13232 KINCANE DR, Chattanooga, TN",Electrical Permit,$189669
2025-060996 EP,"2202 E 13TH ST--BLDG 2, Chattanooga, TN",Electrical Permit,$230867
2025-143500 EP,"8611 CLAREWOOD DR, Chattanooga, TN",Electrical Permit,$210519
2025-060997 EP,"2202 E 13TH ST--BLDG 3, Chattanooga, TN",Electrical Permit,$81003
2025-144937 MP,"9711 TREE BEND DR, Chattanooga, TN",Mechanical Permit,$226926
2025-143076 PP,"1713 PIEDMONT AVE, Chattanooga, TN",Plumbing Permit,$89615
2025-145831 PP,"4610 COLORADO XING, Chattanooga, TN",Plumbing Permit,$128373
2025-043137 MP,"4412 S 1ST ST BLDG 1, Chattanooga, TN",Mechanical Permit,$247369
2025-145819 PP,"8412 STILLWOOD LN, Chattanooga, TN",Plumbing Permit,$261949
2025-143442 EP,"2600 VIA FORTUNA, Chattanooga, TN",Electrical Permit,$125873
2025-146463 PP,"2932 MOSS ST, Chattanooga, TN",Plumbing Permit,$151854
2025-136691 PP,"1806 PRINCETON AVE, Chattanooga, TN",Plumbing Permit,$282829
2025-115359 EP,"11307 YUCCA DR, Chattanooga, TN",Electrical Permit,$199500
2025-144422 PP,"11502 PAUL E ANDERSON DR, Chattanooga, TN",Plumbing Permit,$223843
2025-118131 EP,"4604 ENGLEWOOD DR, Chattanooga, TN",Electrical Permit,$283008
2025-146728 EP,"507 CLOVER CT, Chattanooga, TN",Electrical Permit,$133805
2025-113892 EP,"401 CONGRESS AVE UNIT 2050, Chattanooga, TN",Electrical Permit,$251018
2025-115372 PP,"11307 YUCCA DR, Chattanooga, TN",Plumbing Permit,$96206
2025-115676 EP,"3011 FONTANA DR UNIT B, Chattanooga, TN",Electrical Permit,$197578
2025-146314 EP,"1707 WESTMOOR DR, Chattanooga, TN",Electrical Permit,$260225
2025-078050 EP,"9220 CORVALLIS DR, Chattanooga, TN",Electrical Permit,$72411
2025-135703 PP,"2806 SAN PEDRO ST, Chattanooga, TN",Plumbing Permit,$261778
2025-146429 BP,"8001 CIRCUIT OF THE AMERICAS BLVD UNIT 1511, Chattanooga, TN",Building Permit,$175523
2025-139725 PP,"1707 VIRGINIA AVE, Chattanooga, TN",Plumbing Permit,$121038
2025-146387 BP,"5301 MONARDA MINT DR, Chattanooga, TN",Building Permit,$57821
2025-145091 PP,"1018 BRICKELL LOOP UNIT A, Chattanooga, TN",Plumbing Permit,$236271
2025-145968 BP,"2206 LA CASA DR, Chattanooga, TN",Building Permit,$235779
2025-141488 PP,"1405 ARCADIA AVE, Chattanooga, TN",Plumbing Permit,$138215
2025-105598 BP,"5203 BALCONES DR, Chattanooga, TN",Building Permit,$211023
2025-146289 BP,"13413 LOIS LN, Chattanooga, TN",Building Permit,$128326
2025-146608 BP,"7001 BURNELL DR, Chattanooga, TN",Building Permit,$188327
2025-130656 EP,"12636 RESEARCH BLVD SVRD SB, Chattanooga, TN",Electrical Permit,$153922
2025-146850 EP,"17137 ROCKY RIDGE RD, Chattanooga, TN",Electrical Permit,$299862
2025-131385 DS,"2204-2229 GREENWOOD AVE, Chattanooga, TN",Driveway / Sidewalks,$58725
2025-147050 BP,"8905 COASTAL DR, Chattanooga, TN",Building Permit,$90842
2025-030999 MP,"1005 W JOHANNA ST, Chattanooga, TN",Mechanical Permit,$199820
2025-062996 EP,"8500 ENDALE ARCH DR, Chattanooga, TN",Electrical Permit,$292459
2025-142867 EP,"5332 WELLINGTON DR, Chattanooga, TN",Electrical Permit,$75772
2025-146728 BP,"507 CLOVER CT, Chattanooga, TN",Building Permit,$230133
2025-144187 PP,"8509 DONGAN DR, Chattanooga, TN",Plumbing Permit,$204027
2025-141656 PP,"8600 MILLWAY DR, Chattanooga, TN",Plumbing Permit,$128982
2025-142150 MP,"6101 HYSIDE DR, Chattanooga, TN",Mechanical Permit,$88219
2025-043139 MP,"4412 S 1ST ST BLDG 3, Chattanooga, TN",Mechanical Permit,$266465
2023-059241 BP,"15600 SAMUEL TRL, Chattanooga, TN",Building Permit,$104894
2025-138712 PP,"1904 SHARON LN, Chattanooga, TN",Plumbing Permit,$88569
2025-146752 EP,"9705 DE VACA DR, Chattanooga, TN",Electrical Permit,$58958
2025-139426 EP,"702 NEWCASTLE DR, Chattanooga, TN",Electrical Permit,$294113
2025-146289 PP,"13413 LOIS LN, Chattanooga, TN",Plumbing Permit,$143032
2025-145618 MP,"2903 HILLVIEW RD UNIT 2, Chattanooga, TN",Mechanical Permit,$182881
2025-145957 PP,"11312 CHERISSE DR, Chattanooga, TN",Plumbing Permit,$167970
2025-144766 MP,"7625 JOURNEYVILLE DR, Chattanooga, TN",Mechanical Permit,$278123
2025-113753 PP,"1804 E 22ND ST--UNIT 2A, Chattanooga, TN",Plumbing Permit,$230464
2025-145174 EP,"916 RETAMA ST, Chattanooga, TN",Electrical Permit,$166405
2025-145404 EP,"1815 ALAMEDA DR, Chattanooga, TN",Electrical Permit,$102680
2025-146373 BP,"5303 MONARDA MINT DR, Chattanooga, TN",Building Permit,$217859
2025-146962 EP,"12016 MURANO DR, Chattanooga, TN",Electrical Permit,$126225
2025-139955 PP,"4603 BUCKS RUN, Chattanooga, TN",Plumbing Permit,$273942
2025-146119 MP,"5815 WAGON TRAIN RD, Chattanooga, TN",Mechanical Permit,$201118
2025-145654 PP,"8010 HILLRISE DR, Chattanooga, TN",Plumbing Permit,$162871
2025-145431 PP,"2211 E 18TH ST UNIT 2, Chattanooga, TN",Plumbing Permit,$172921
2025-136690 MP,"1806 PRINCETON AVE, Chattanooga, TN",Mechanical Permit,$100856
2025-146976 EP,"11908 MURANO DR, Chattanooga, TN",Electrical Permit,$231793
2025-113893 PP,"401 CONGRESS AVE UNIT 2075, Chattanooga, TN",Plumbing Permit,$116705
2025-138712 MP,"1904 SHARON LN, Chattanooga, TN",Mechanical Permit,$248218
2025-146093 MP,"700 GAMEZ CV BLDG B, Chattanooga, TN",Mechanical Permit,$272590
2025-145482 MP,"1101 W 31ST ST, Chattanooga, TN",Mechanical Permit,$157807
2025-139195 EP,"7104 GREENOCK ST, Chattanooga, TN",Electrical Permit,$145081
2025-068059 DS,"3816 S 1ST ST, Chattanooga, TN",Driveway / Sidewalks,$222930
2025-138108 EP,"7002 WOODFORD WAY, Chattanooga, TN",Electrical Permit,$262596
2025-147050 PP,"8905 COASTAL DR, Chattanooga, TN",Plumbing Permit,$148560
2025-113752 PP,"1804 E 22ND ST--BLDG 1, Chattanooga, TN",Plumbing Permit,$299959
2025-089678 EP,"9120 FURMAN DR, Chattanooga, TN",Electrical Permit,$175035
2025-142238 EP,"7105 N IH 35 SVRD NB, Chattanooga, TN",Electrical Permit,$105149
2025-145382 EP,"5401 BOTTICELLI DR, Chattanooga, TN",Electrical Permit,$97850
2025-145400 MP,"12901 N IH 35 SVRD NB BLDG 1 UNIT 110, Chattanooga, TN",Mechanical Permit,$119604
2025-113892 PP,"401 CONGRESS AVE UNIT 2050, Chattanooga, TN",Plumbing Permit,$197924
2025-142286 EP,"7105 N IH 35 SVRD NB, Chattanooga, TN",Electrical Permit,$243199
2025-145665 EP,"2202 DE VERNE ST, Chattanooga, TN",Electrical Permit,$221955
2025-145808 EP,"1727 MEARNS MEADOW BLVD, Chattanooga, TN",Electrical Permit,$257543
2025-131397 DS,"2204-2221 PERSHING DR, Chattanooga, TN",Driveway / Sidewalks,$206064
2025-145617 MP,"2903 HILLVIEW RD Unit 1, Chattanooga, TN",Mechanical Permit,$115558
2025-145689 BP,"4008 BALCONES WOODS DR, Chattanooga, TN",Building Permit,$138404
2025-145704 MP,"4509 GLOMAR AVE, Chattanooga, TN",Mechanical Permit,$103053
2025-138712 BP,"1904 SHARON LN, Chattanooga, TN",Building Permit,$67790
2025-132823 BP,"1306 ROCKCLIFF RD, Chattanooga, TN",Building Permit,$184715
2025-146097 EP,"2211 ALLRED DR, Chattanooga, TN",Electrical Permit,$132683
2025-146438 MP,"5913 HIDDEN VALLEY TRL, Chattanooga, TN",Mechanical Permit,$235673
2025-140444 PP,"8301 S IH 35 SVRD NB, Chattanooga, TN",Plumbing Permit,$65657
2025-146800 EP,"11929 RAVENNA CV, Chattanooga, TN",Electrical Permit,$297049
2025-145966 BP,"2206 LA CASA DR, Chattanooga, TN",Building Permit,$197121
2025-140579 EP,"1936 1/2 E OLTORF ST, Chattanooga, TN",Electrical Permit,$138311
2025-144941 PP,"6500 WINTERBERRY DR, Chattanooga, TN",Plumbing Permit,$124399
2025-120786 EP,"604 BRAZOS ST, Chattanooga, TN",Electrical Permit,$79882
2025-059618 MP,"511 SOUTH PARK DR BLDG 2, Chattanooga, TN",Mechanical Permit,$131379
2025-146115 BP,"3801 N CAPITAL OF TEXAS HWY NB BLDG I UNIT 100, Chattanooga, TN",Building Permit,$132993
2025-138495 BP,"9803 RIBELIN RANCH CT BLDG 17, Chattanooga, TN",Building Permit,$220153
2025-144598 BP,"9205 LEANING ROCK CIR, Chattanooga, TN",Building Permit,$62821
2025-145025 EP,"900 S 1ST ST, Chattanooga, TN",Electrical Permit,$234333
2025-064417 EP,"2110 WHITE HORSE TRL BLDG A, Chattanooga, TN",Electrical Permit,$171309
2025-005043 PP,"4301 BELLVUE AVE BLDG 2, Chattanooga, TN",Plumbing Permit,$240981
2025-146784 BP,"3004 SUNLAND DR, Chattanooga, TN",Building Permit,$135136
2025-145585 PP,"4810 FLICKER LN, Chattanooga, TN",Plumbing Permit,$155529
2025-133322 PP,"5501 N LAMAR BLVD BLDG A UNIT 123, Chattanooga, TN",Plumbing Permit,$83209
2025-145977 EP,"501 TREYS WAY, Chattanooga, TN",Electrical Permit,$72794
2025-145143 MP,"501 TREYS WAY, Chattanooga, TN",Mechanical Permit,$188430
2025-145970 EP,"2409 MANOR RD, Chattanooga, TN",Electrical Permit,$252480
