permit_number,address,type,value
2025-133274 MP,"7507 BOYD HAVEN DR UNIT B, Austin, TX",Mechanical Permit,$153849
2025-143179 EP,"6211 VERA LN, Austin, TX",Electrical Permit,$108908
2025-141095 BP,"1818 W ST JOHNS AVE, Austin, TX",Building Permit,$134117
2025-133764 EP,"111 MILDRED ST BLDG 3, Austin, TX",Electrical Permit,$292350
2025-139117 PP,"8925 BREEZE HILL DR, Austin, TX",Plumbing Permit,$279133
2025-144592 PP,"1503 SPRING GARDEN RD, Austin, TX",Plumbing Permit,$108972
2025-136076 PP,"8302 CAYUGA DR, Austin, TX",Plumbing Permit,$99415
2025-144948 PP,"13207 RAMPART ST, Austin, TX",Plumbing Permit,$236103
2025-130056 PP,"10901 N LAMAR BLVD UNIT 103, Austin, TX",Plumbing Permit,$61341
2025-144739 EP,"14116 EDNA MAXINE WALK, Austin, TX",Electrical Permit,$61257
2025-140746 EP,"6102 FLATROCK LN, Austin, TX",Electrical Permit,$104980
2025-075664 MP,"1801 LAVACA ST UNIT 9K, Austin, TX",Mechanical Permit,$229201
2025-143250 PP,"2617 TOWY RD, Austin, TX",Plumbing Permit,$225976
2025-144697 EP,"14021 AXEL JOHANSON DR, Austin, TX",Electrical Permit,$65206
2025-144393 EP,"4823 CALHOUN CANYON LOOP, Austin, TX",Electrical Permit,$64169
2025-145950 BP,"10925 SHORT SPRINGS DR, Austin, TX",Building Permit,$221346
2025-144389 EP,"72 ST STEPHENS SCHOOL RD, Austin, TX",Electrical Permit,$95508
2025-131928 BP,"6203 BRIDLINGTON CIR, Austin, TX",Building Permit,$252251
2025-066760 PP,"9208 THE RAVINE WAY, Austin, TX",Plumbing Permit,$120489
2025-146042 BP,"5203 HALMARK DR, Austin, TX",Building Permit,$155402
2025-115160 EP,"1720 LAWRENCE ST, Austin, TX",Electrical Permit,$230171
2025-146454 EP,"15707 WILDWOOD TRL, Austin, TX",Electrical Permit,$255588
2025-144737 EP,"14120 EDNA MAXINE WALK, Austin, TX",Electrical Permit,$282097
2025-129711 BP,"7711 SHADYROCK DR, Austin, TX",Building Permit,$264340
2025-141847 BP,"1512 W KOENIG LN, Austin, TX",Building Permit,$149047
2025-140511 BP,"10001 1/2 N IH 35 SVRD NB, Austin, TX",Building Permit,$141629
2025-146187 BP,"7200 GREENOCK ST, Austin, TX",Building Permit,$68404
2025-135865 BP,"4516 SETON CENTER PKWY UNIT 350, Austin, TX",Building Permit,$52288
2025-145932 PP,"2500 CHAPARRAL TRL, Austin, TX",Plumbing Permit,$200908
2025-048196 PP,"13205 STABLER DR, Austin, TX",Plumbing Permit,$109132
2025-143830 PP,"2119 RABB RD, Austin, TX",Plumbing Permit,$177401
2025-146224 BP,"4100 E 51ST ST UNIT 300, Austin, TX",Building Permit,$242086
2025-114295 EP,"48 WALLER ST--POOL, Austin, TX",Electrical Permit,$248840
2025-144380 EP,"3309 THOUSAND OAKS CV, Austin, TX",Electrical Permit,$196131
2025-100144 MP,"9209 CORVALLIS DR, Austin, TX",Mechanical Permit,$296236
2025-142150 BP,"6101 HYSIDE DR, Austin, TX",Building Permit,$155736
2025-130897 BP,"7208 BOYLE DR, Austin, TX",Building Permit,$202179
2025-138955 EP,"2301 W 11TH ST, Austin, TX",Electrical Permit,$207229
2025-145391 BP,"3814 ARROW DR, Austin, TX",Building Permit,$79098
2025-132773 BP,"1821 DAPPLEGREY LN, Austin, TX",Building Permit,$298251
2024-109380 EP,"2420 ARION CIR, Austin, TX",Electrical Permit,$268257
2025-075495 PP,"7000 ARDATH ST, Austin, TX",Plumbing Permit,$107480
2025-030639 DS,"1141 1/2 GUNTER ST, Austin, TX",Driveway / Sidewalks,$129116
2025-145434 BP,"9004 FALLKILL DR, Austin, TX",Building Permit,$69863
2025-145039 PP,"1209 ROMERIA DR, Austin, TX",Plumbing Permit,$150455
2025-134848 BP,"5001 WESTVIEW DR, Austin, TX",Building Permit,$236551
2025-144954 MP,"405 LIGHTSEY RD, Austin, TX",Mechanical Permit,$260640
2025-144734 BP,"201 COLORADO ST, Austin, TX",Building Permit,$134595
2025-144546 MP,"1308 RIDGEHAVEN DR, Austin, TX",Mechanical Permit,$163070
2025-144977 MP,"8813 MOUNTAIN SHADOWS CV UNIT A, Austin, TX",Mechanical Permit,$159723
2025-143266 PP,"2512 PALO VERDE DR, Austin, TX",Plumbing Permit,$244836
2025-145711 PP,"3920 GLENGARRY DR, Austin, TX",Plumbing Permit,$99807
2025-144470 DS,"3116 PRADO ST, Austin, TX",Driveway / Sidewalks,$243069
2025-146019 PP,"5706 JIM HOGG AVE, Austin, TX",Plumbing Permit,$217522
2025-144523 BP,"3103 GARWOOD ST BLDG 3, Austin, TX",Building Permit,$162557
2025-143657 EP,"12007 TECHNOLOGY BLVD, Austin, TX",Electrical Permit,$99962
2025-145390 BP,"1507 PARKWAY, Austin, TX",Building Permit,$112922
2025-145958 BP,"3012 ROCHELLE DR, Austin, TX",Building Permit,$126460
2025-144735 PP,"8502 CORNWALL DR, Austin, TX",Plumbing Permit,$151413
2025-121866 BP,"11101 SANDSTONE TRL, Austin, TX",Building Permit,$187506
2025-144829 BP,"1612 ASTOR PL, Austin, TX",Building Permit,$81887
2025-145253 PP,"5015 TRAIL WEST DR, Austin, TX",Plumbing Permit,$209236
2025-142149 EP,"7105 N IH 35 SVRD NB, Austin, TX",Electrical Permit,$299793
2025-145326 EP,"2509 RIDGEVIEW ST, Austin, TX",Electrical Permit,$100512
2025-144193 PP,"8513 DONGAN DR, Austin, TX",Plumbing Permit,$126689
2025-115585 EP,"2514 WILSON ST BLDG 1, Austin, TX",Electrical Permit,$155422
2025-138713 PP,"1904 SHARON LN, Austin, TX",Plumbing Permit,$270151
2025-135418 PP,"2834 PEARL ST, Austin, TX",Plumbing Permit,$277851
2025-147019 EP,"11913 ELLENA CV, Austin, TX",Electrical Permit,$193155
2025-143444 DS,"4807 BERGFIELD DR, Austin, TX",Driveway / Sidewalks,$196049
2025-136534 PP,"3311 HYCREEK DR, Austin, TX",Plumbing Permit,$276353
2025-146343 PP,"12211 TECHNOLOGY BLVD, Austin, TX",Plumbing Permit,$273679
2024-130625 MP,"2516 WINCHELL LN, Austin, TX",Mechanical Permit,$128533
2025-144191 PP,"8511 DONGAN DR, Austin, TX",Plumbing Permit,$137982
2025-146330 MP,"6113 BULLARD DR UNIT 1, Austin, TX",Mechanical Permit,$179677
2025-144194 PP,"8515 DONGAN DR, Austin, TX",Plumbing Permit,$143607
2025-145934 PP,"10500 AVERY CLUB DR BLDG 24, Austin, TX",Plumbing Permit,$190665
2025-109423 BP,"1111 RED RIVER ST, Austin, TX",Building Permit,$201687
2025-130739 EP,"12636 RESEARCH BLVD SVRD SB, Austin, TX",Electrical Permit,$169285
2025-142150 EP,"6101 HYSIDE DR, Austin, TX",Electrical Permit,$68636
2025-113754 PP,"1804 E 22ND ST--UNIT 2B, Austin, TX",Plumbing Permit,$55756
2025-146964 BP,"6914 SHANNON DR, Austin, TX",Building Permit,$244196
2025-138713 BP,"1904 SHARON LN, Austin, TX",Building Permit,$186480
2025-135788 EP,"8610 BASIL HAYDEN LN, Austin, TX",Electrical Permit,$133708
2025-143931 PP,"6108 LARCH TER, Austin, TX",Plumbing Permit,$105134
2025-145979 BP,"2726 KINNEY OAKS CT, Austin, TX",Building Permit,$152996
2025-146132 PP,"2602 LANSBURY DR, Austin, TX",Plumbing Permit,$145528
2025-146252 BP,"901 E ST JOHNS AVE, Austin, TX",Building Permit,$284763
2025-143215 EP,"10411 MARGRA LN, Austin, TX",Electrical Permit,$87989
2025-138564 EP,"1808 REDLANDS ST, Austin, TX",Electrical Permit,$120344
2025-143765 PP,"5453 BURNET RD BLDG A UNIT 203, Austin, TX",Plumbing Permit,$137992
2025-145618 BP,"2903 HILLVIEW RD UNIT 2, Austin, TX",Building Permit,$111953
2025-145322 PP,"7805 PACES MILL LN, Austin, TX",Plumbing Permit,$159370
2025-145062 PP,"2705 WARREN ST, Austin, TX",Plumbing Permit,$52560
2025-140799 BP,"1207 PEREZ ST, Austin, TX",Building Permit,$69326
2025-146658 EP,"11701 FM 812 RD UNIT D, Austin, TX",Electrical Permit,$186930
2025-144804 EP,"8814 MARMOSET WAY, Austin, TX",Electrical Permit,$71385
2025-145258 MP,"9006 SLAYTON DR, Austin, TX",Mechanical Permit,$66739
2025-134693 PP,"1117 ETERNITY TER, Austin, TX",Plumbing Permit,$261736
2025-145798 EP,"5907 UPVALLEY RUN, Austin, TX",Electrical Permit,$115040
2025-146445 PP,"5309 PALO BLANCO LN, Austin, TX",Plumbing Permit,$160526
2025-143409 PP,"3313 STEVENSON AVE, Austin, TX",Plumbing Permit,$86709
2025-020731 PP,"10202 EPSILON WAY, Austin, TX",Plumbing Permit,$215421
2025-145125 PP,"1700 HOUSTON ST, Austin, TX",Plumbing Permit,$282618
2025-138721 PP,"2908 STONEWAY DR, Austin, TX",Plumbing Permit,$253498
2025-071012 EP,"8601 ARACARI CV, Austin, TX",Electrical Permit,$71118
2025-124436 PP,"401 CONGRESS AVE UNIT 1100, Austin, TX",Plumbing Permit,$121204
2025-043138 MP,"4412 S 1ST ST BLDG 2, Austin, TX",Mechanical Permit,$283928
2025-145518 PP,"6009 GROVER AVE, Austin, TX",Plumbing Permit,$168995
2025-145991 BP,"1901 BRACKENRIDGE ST, Austin, TX",Building Permit,$69621
2025-113893 EP,"401 CONGRESS AVE UNIT 2075, Austin, TX",Electrical Permit,$128561
2025-139427 PP,"8902 TRONE CIR, Austin, TX",Plumbing Permit,$232910
2025-137967 PP,"9000 FALLKILL DR, Austin, TX",Plumbing Permit,$129670
2025-144253 BP,"7101 S SIOUX TRL, Austin, TX",Building Permit,$127650
2025-145982 PP,"7631 ROCKPOINT DR, Austin, TX",Plumbing Permit,$271153
2025-142279 EP,"7105 N IH 35 SVRD NB, Austin, TX",Electrical Permit,$263657
2025-146222 PP,"6317 BLARWOOD DR, Austin, TX",Plumbing Permit,$217908
2025-146933 EP,"4100 E 51ST ST UNIT 300, Austin, TX",Electrical Permit,$147798
2025-119690 PP,"4505 SPANISH OAK TRL, Austin, TX",Plumbing Permit,$229648
2025-145792 EP,"5400 MESQUITE GROVE RD, Austin, TX",Electrical Permit,$255076
2025-138507 MP,"5400 FREIDRICH LN UNIT 101, Austin, TX",Mechanical Permit,$294749
2025-060995 EP,"2202 E 13TH ST--BLDG 1, Austin, TX",Electrical Permit,$90831
2025-124436 EP,"401 CONGRESS AVE UNIT 1100, Austin, TX",Electrical Permit,$59467
2025-145847 PP,"3910 DANLI LN, Austin, TX",Plumbing Permit,$56414
2025-094345 PP,"1613 W 10TH ST, Austin, TX",Plumbing Permit,$65234
2025-145292 MP,"9808 BRANDYWINE CIR, Austin, TX",Mechanical Permit,$243731
2025-143300 EP,"2700 VIA FORTUNA, Austin, TX",Electrical Permit,$245362
2025-046144 MP,"3309 LARRY LN BLDG 2, Austin, TX",Mechanical Permit,$236559
2025-145922 PP,"2423 S 5TH ST, Austin, TX",Plumbing Permit,$167594
2025-072650 EP,"9200 HAMADRYAS DR, Austin, TX",Electrical Permit,$233447
2025-122442 EP,"1619 ELMHURST DR, Austin, TX",Electrical Permit,$236532
2025-145617 BP,"2903 HILLVIEW RD Unit 1, Austin, TX",Building Permit,$130967
2025-145169 PP,"7419 BOYD HAVEN DR, Austin, TX",Plumbing Permit,$270680
2025-030963 DS,"3116 PRADO ST, Austin, TX",Driveway / Sidewalks,$56927
2025-144813 EP,"13232 KINCANE DR, Austin, TX",Electrical Permit,$145379
2025-060996 EP,"2202 E 13TH ST--BLDG 2, Austin, TX",Electrical Permit,$74900
2025-143500 EP,"8611 CLAREWOOD DR, Austin, TX",Electrical Permit,$248935
2025-060997 EP,"2202 E 13TH ST--BLDG 3, Austin, TX",Electrical Permit,$139244
2025-144937 MP,"9711 TREE BEND DR, Austin, TX",Mechanical Permit,$155719
2025-143076 PP,"1713 PIEDMONT AVE, Austin, TX",Plumbing Permit,$92374
2025-145831 PP,"4610 COLORADO XING, Austin, TX",Plumbing Permit,$110391
2025-043137 MP,"4412 S 1ST ST BLDG 1, Austin, TX",Mechanical Permit,$100016
2025-145819 PP,"8412 STILLWOOD LN, Austin, TX",Plumbing Permit,$252964
2025-143442 EP,"2600 VIA FORTUNA, Austin, TX",Electrical Permit,$226880
2025-146463 PP,"2932 MOSS ST, Austin, TX",Plumbing Permit,$148623
2025-136691 PP,"1806 PRINCETON AVE, Austin, TX",Plumbing Permit,$84712
2025-115359 EP,"11307 YUCCA DR, Austin, TX",Electrical Permit,$250553
2025-144422 PP,"11502 PAUL E ANDERSON DR, Austin, TX",Plumbing Permit,$165326
2025-118131 EP,"4604 ENGLEWOOD DR, Austin, TX",Electrical Permit,$157697
2025-146728 EP,"507 CLOVER CT, Austin, TX",Electrical Permit,$288417
2025-113892 EP,"401 CONGRESS AVE UNIT 2050, Austin, TX",Electrical Permit,$253977
2025-115372 PP,"11307 YUCCA DR, Austin, TX",Plumbing Permit,$76790
2025-115676 EP,"3011 FONTANA DR UNIT B, Austin, TX",Electrical Permit,$159197
2025-146314 EP,"1707 WESTMOOR DR, Austin, TX",Electrical Permit,$214740
2025-078050 EP,"9220 CORVALLIS DR, Austin, TX",Electrical Permit,$93648
2025-135703 PP,"2806 SAN PEDRO ST, Austin, TX",Plumbing Permit,$112166
2025-146429 BP,"8001 CIRCUIT OF THE AMERICAS BLVD UNIT 1511, Austin, TX",Building Permit,$283206
2025-139725 PP,"1707 VIRGINIA AVE, Austin, TX",Plumbing Permit,$123439
2025-146387 BP,"5301 MONARDA MINT DR, Austin, TX",Building Permit,$51572
2025-145091 PP,"1018 BRICKELL LOOP UNIT A, Austin, TX",Plumbing Permit,$234685
2025-145968 BP,"2206 LA CASA DR, Austin, TX",Building Permit,$237494
2025-141488 PP,"1405 ARCADIA AVE, Austin, TX",Plumbing Permit,$173899
2025-105598 BP,"5203 BALCONES DR, Austin, TX",Building Permit,$134321
2025-146289 BP,"13413 LOIS LN, Austin, TX",Building Permit,$58964
2025-146608 BP,"7001 BURNELL DR, Austin, TX",Building Permit,$174417
2025-130656 EP,"12636 RESEARCH BLVD SVRD SB, Austin, TX",Electrical Permit,$242007
2025-146850 EP,"17137 ROCKY RIDGE RD, Austin, TX",Electrical Permit,$115661
2025-131385 DS,"2204-2229 GREENWOOD AVE, Austin, TX",Driveway / Sidewalks,$93157
2025-147050 BP,"8905 COASTAL DR, Austin, TX",Building Permit,$158077
2025-030999 MP,"1005 W JOHANNA ST, Austin, TX",Mechanical Permit,$123658
2025-062996 EP,"8500 ENDALE ARCH DR, Austin, TX",Electrical Permit,$118167
2025-142867 EP,"5332 WELLINGTON DR, Austin, TX",Electrical Permit,$211135
2025-146728 BP,"507 CLOVER CT, Austin, TX",Building Permit,$169189
2025-144187 PP,"8509 DONGAN DR, Austin, TX",Plumbing Permit,$128943
2025-141656 PP,"8600 MILLWAY DR, Austin, TX",Plumbing Permit,$92591
2025-142150 MP,"6101 HYSIDE DR, Austin, TX",Mechanical Permit,$182711
2025-043139 MP,"4412 S 1ST ST BLDG 3, Austin, TX",Mechanical Permit,$175593
2023-059241 BP,"15600 SAMUEL TRL, Austin, TX",Building Permit,$266363
2025-138712 PP,"1904 SHARON LN, Austin, TX",Plumbing Permit,$205923
2025-146752 EP,"9705 DE VACA DR, Austin, TX",Electrical Permit,$70863
2025-139426 EP,"702 NEWCASTLE DR, Austin, TX",Electrical Permit,$279408
2025-146289 PP,"13413 LOIS LN, Austin, TX",Plumbing Permit,$80259
2025-145618 MP,"2903 HILLVIEW RD UNIT 2, Austin, TX",Mechanical Permit,$166997
2025-145957 PP,"11312 CHERISSE DR, Austin, TX",Plumbing Permit,$117137
2025-144766 MP,"7625 JOURNEYVILLE DR, Austin, TX",Mechanical Permit,$249725
2025-113753 PP,"1804 E 22ND ST--UNIT 2A, Austin, TX",Plumbing Permit,$152477
2025-145174 EP,"916 RETAMA ST, Austin, TX",Electrical Permit,$294928
2025-145404 EP,"1815 ALAMEDA DR, Austin, TX",Electrical Permit,$294243
2025-146373 BP,"5303 MONARDA MINT DR, Austin, TX",Building Permit,$282125
2025-146962 EP,"12016 MURANO DR, Austin, TX",Electrical Permit,$215676
2025-139955 PP,"4603 BUCKS RUN, Austin, TX",Plumbing Permit,$149316
2025-146119 MP,"5815 WAGON TRAIN RD, Austin, TX",Mechanical Permit,$161602
2025-145654 PP,"8010 HILLRISE DR, Austin, TX",Plumbing Permit,$254534
2025-145431 PP,"2211 E 18TH ST UNIT 2, Austin, TX",Plumbing Permit,$200769
2025-136690 MP,"1806 PRINCETON AVE, Austin, TX",Mechanical Permit,$156946
2025-146976 EP,"11908 MURANO DR, Austin, TX",Electrical Permit,$291652
2025-113893 PP,"401 CONGRESS AVE UNIT 2075, Austin, TX",Plumbing Permit,$129584
2025-138712 MP,"1904 SHARON LN, Austin, TX",Mechanical Permit,$229903
2025-146093 MP,"700 GAMEZ CV BLDG B, Austin, TX",Mechanical Permit,$78100
2025-145482 MP,"1101 W 31ST ST, Austin, TX",Mechanical Permit,$233845
2025-139195 EP,"7104 GREENOCK ST, Austin, TX",Electrical Permit,$229226
2025-068059 DS,"3816 S 1ST ST, Austin, TX",Driveway / Sidewalks,$76422
2025-138108 EP,"7002 WOODFORD WAY, Austin, TX",Electrical Permit,$120489
2025-147050 PP,"8905 COASTAL DR, Austin, TX",Plumbing Permit,$59223
2025-113752 PP,"1804 E 22ND ST--BLDG 1, Austin, TX",Plumbing Permit,$242499
2025-089678 EP,"9120 FURMAN DR, Austin, TX",Electrical Permit,$259450
2025-142238 EP,"7105 N IH 35 SVRD NB, Austin, TX",Electrical Permit,$135678
2025-145382 EP,"5401 BOTTICELLI DR, Austin, TX",Electrical Permit,$210286
2025-145400 MP,"12901 N IH 35 SVRD NB BLDG 1 UNIT 110, Austin, TX",Mechanical Permit,$142864
2025-113892 PP,"401 CONGRESS AVE UNIT 2050, Austin, TX",Plumbing Permit,$264607
2025-142286 EP,"7105 N IH 35 SVRD NB, Austin, TX",Electrical Permit,$232370
2025-145665 EP,"2202 DE VERNE ST, Austin, TX",Electrical Permit,$243875
2025-145808 EP,"1727 MEARNS MEADOW BLVD, Austin, TX",Electrical Permit,$123758
2025-131397 DS,"2204-2221 PERSHING DR, Austin, TX",Driveway / Sidewalks,$62540
2025-145617 MP,"2903 HILLVIEW RD Unit 1, Austin, TX",Mechanical Permit,$107162
2025-145689 BP,"4008 BALCONES WOODS DR, Austin, TX",Building Permit,$247616
2025-145704 MP,"4509 GLOMAR AVE, Austin, TX",Mechanical Permit,$270003
2025-138712 BP,"1904 SHARON LN, Austin, TX",Building Permit,$179802
2025-132823 BP,"1306 ROCKCLIFF RD, Austin, TX",Building Permit,$112893
2025-146097 EP,"2211 ALLRED DR, Austin, TX",Electrical Permit,$208046
2025-146438 MP,"5913 HIDDEN VALLEY TRL, Austin, TX",Mechanical Permit,$136320
2025-140444 PP,"8301 S IH 35 SVRD NB, Austin, TX",Plumbing Permit,$101751
2025-146800 EP,"11929 RAVENNA CV, Austin, TX",Electrical Permit,$260274
2025-145966 BP,"2206 LA CASA DR, Austin, TX",Building Permit,$257716
2025-140579 EP,"1936 1/2 E OLTORF ST, Austin, TX",Electrical Permit,$57941
2025-144941 PP,"6500 WINTERBERRY DR, Austin, TX",Plumbing Permit,$294667
2025-120786 EP,"604 BRAZOS ST, Austin, TX",Electrical Permit,$284277
2025-059618 MP,"511 SOUTH PARK DR BLDG 2, Austin, TX",Mechanical Permit,$215745
2025-146115 BP,"3801 N CAPITAL OF TEXAS HWY NB BLDG I UNIT 100, Austin, TX",Building Permit,$292811
2025-138495 BP,"9803 RIBELIN RANCH CT BLDG 17, Austin, TX",Building Permit,$172101
2025-144598 BP,"9205 LEANING ROCK CIR, Austin, TX",Building Permit,$137659
2025-145025 EP,"900 S 1ST ST, Austin, TX",Electrical Permit,$222448
2025-064417 EP,"2110 WHITE HORSE TRL BLDG A, Austin, TX",Electrical Permit,$299899
2025-005043 PP,"4301 BELLVUE AVE BLDG 2, Austin, TX",Plumbing Permit,$79233
2025-146784 BP,"3004 SUNLAND DR, Austin, TX",Building Permit,$65323
2025-145585 PP,"4810 FLICKER LN, Austin, TX",Plumbing Permit,$254097
2025-133322 PP,"5501 N LAMAR BLVD BLDG A UNIT 123, Austin, TX",Plumbing Permit,$295604
2025-145977 EP,"501 TREYS WAY, Austin, TX",Electrical Permit,$67710
2025-145143 MP,"501 TREYS WAY, Austin, TX",Mechanical Permit,$296830
2025-145970 EP,"2409 MANOR RD, Austin, TX",Electrical Permit,$180324
2025-066531 PP,"1106 ENFIELD RD, Austin, TX",Plumbing Permit,$184039
2025-146045 EP,"8708 MELSHIRE DR, Austin, TX",Electrical Permit,$83507
2025-145145 MP,"2101 RICHCREEK RD, Austin, TX",Mechanical Permit,$85577
2025-145449 PP,"3408 ROBINSON AVE, Austin, TX",Plumbing Permit,$112635
2025-146301 MP,"54 RAINEY ST UNIT PH11, Austin, TX",Mechanical Permit,$226580
2025-146746 BP,"9722 GREAT HILLS TRL UNIT 125, Austin, TX",Building Permit,$88337
2025-128934 EP,"14200 MOWSBURY DR, Austin, TX",Electrical Permit,$187854
2025-144933 EP,"3206 PICKWICK LN, Austin, TX",Electrical Permit,$249455
2025-004610 BP,"6300 BRISTOL CIR, Austin, TX",Building Permit,$200882
2025-040735 EP,"1505 ROCKCLIFF RD, Austin, TX",Electrical Permit,$176242
2024-145484 EP,"9710 N LAMAR BLVD UNIT 100, Austin, TX",Electrical Permit,$273283
2025-143694 EP,"1513 CLOVERLEAF DR, Austin, TX",Electrical Permit,$59973
2023-137151 PP,"5908 BULL CREEK RD, Austin, TX",Plumbing Permit,$146807
2025-143931 MP,"6108 LARCH TER, Austin, TX",Mechanical Permit,$84277
2024-143752 EP,"9710 N LAMAR BLVD UNIT 110, Austin, TX",Electrical Permit,$108868
2025-090989 EP,"1656 CHIPPEWAY LN, Austin, TX",Electrical Permit,$137103
2025-145110 EP,"3313 THOUSAND OAKS CV, Austin, TX",Electrical Permit,$279391
2025-055177 MP,"1800 BURTON DR, Austin, TX",Mechanical Permit,$97722
2025-145583 EP,"4210 VENADO DR, Austin, TX",Electrical Permit,$291164
2025-145298 PP,"3400 RIVER RD, Austin, TX",Plumbing Permit,$159590
2025-144520 PP,"3103 GARWOOD ST BLDG 1, Austin, TX",Plumbing Permit,$241530
2025-143795 PP,"14025 AXEL JOHANSON DR, Austin, TX",Plumbing Permit,$248166
2025-146639 BP,"2707 WHITE HORSE TRL, Austin, TX",Building Permit,$277971
2025-146418 BP,"2404 ENFIELD RD, Austin, TX",Building Permit,$110035
2025-145578 PP,"1309 BENTWOOD RD, Austin, TX",Plumbing Permit,$190402
2025-146951 MP,"1901 W 37TH ST, Austin, TX",Mechanical Permit,$159053
2025-143558 PP,"12113 STONEY MEADOW DR, Austin, TX",Plumbing Permit,$238777
2025-145133 MP,"4618 YELLOW ROSE TRL, Austin, TX",Mechanical Permit,$190619
2025-146170 PP,"5764 AIRPORT BLVD, Austin, TX",Plumbing Permit,$117392
2025-146663 BP,"1143 SHADY LN BLDG 1, Austin, TX",Building Permit,$53083
2025-145694 EP,"1813 VALLEJO ST, Austin, TX",Electrical Permit,$103306
2025-146713 BP,"6025 WILCAB RD BLDG 2 UNIT 700, Austin, TX",Building Permit,$209391
2025-133416 DS,"4504 PLACID PL, Austin, TX",Driveway / Sidewalks,$261266
2025-147737 BP,"2505 DEERFOOT TRL, Austin, TX",Building Permit,$132672
2025-135594 EP,"10258 1/2 OLD LOCKHART RD UNIT TEMP6, Austin, TX",Electrical Permit,$92137
2025-077584 EP,"1013 MONTOPOLIS DR, Austin, TX",Electrical Permit,$62959
2025-138021 DS,"2301 E 2ND ST, Austin, TX",Driveway / Sidewalks,$214597
2025-134233 MP,"5701 SPRINGDALE RD, Austin, TX",Mechanical Permit,$256402
2025-146393 MP,"532 CELERY LOOP, Austin, TX",Mechanical Permit,$236171
2025-147405 BP,"3611 ARROWHEAD DR, Austin, TX",Building Permit,$234069
2025-145499 PP,"3528 GONZALES ST UNIT 1B, Austin, TX",Plumbing Permit,$86671
2025-146353 EP,"14122 EDNA MAXINE WALK, Austin, TX",Electrical Permit,$65787
2025-136691 EP,"1806 PRINCETON AVE, Austin, TX",Electrical Permit,$147392
2025-126598 BP,"9111 CIRCUIT OF THE AMERICAS BLVD, Austin, TX",Building Permit,$103924
