permit_number,address,type,value
2025-037374 MP,"2802 RANCHERO RD UNIT A, Nashville, TN",Mechanical Permit,$112498
2025-148342 PP,"2210 ONION CREEK PKWY UNIT 1002, Nashville, TN",Plumbing Permit,$202415
2025-037986 MP,"11002 BELL FARM RD UNIT B, Nashville, TN",Mechanical Permit,$84733
2025-143174 BP,"5608 COURTYARD DR, Nashville, TN",Building Permit,$134427
2025-085651 EP,"1909 WESTRIDGE DR UNIT 2, Nashville, TN",Electrical Permit,$258722
2025-037397 MP,"11103 CROSSBEAM DR UNIT A, Nashville, TN",Mechanical Permit,$69569
2025-066760 EP,"9208 THE RAVINE WAY, Nashville, TN",Electrical Permit,$115447
2025-137724 BP,"5525 ROSS RD UNIT DP, Nashville, TN",Building Permit,$201371
2025-148314 MP,"9516 CASTLE PINES DR, Nashville, TN",Mechanical Permit,$135222
2025-037961 MP,"2805 RANCHERO RD UNIT 1B, Nashville, TN",Mechanical Permit,$57105
2025-145163 PP,"6305 BELO HORIZONTE CIR, Nashville, TN",Plumbing Permit,$165039
2025-149165 BP,"3405 CAMBRIDGE CT UNIT B, Nashville, TN",Building Permit,$74165
2025-037398 MP,"11103 CROSSBEAM DR UNIT B, Nashville, TN",Mechanical Permit,$168300
2025-042677 MP,"2808 THRESH RD UNIT 2A, Nashville, TN",Mechanical Permit,$158085
2025-093429 MP,"8726 COSMICO ST, Nashville, TN",Mechanical Permit,$246820
2025-147534 MP,"1614 NORTHWOOD RD, Nashville, TN",Mechanical Permit,$265211
2025-147787 EP,"9636 CHUKAR CIR, Nashville, TN",Electrical Permit,$269819
2025-037375 MP,"2802 RANCHERO RD UNIT B, Nashville, TN",Mechanical Permit,$90481
2025-148125 BP,"12036 TIMBER HEIGHTS DR, Nashville, TN",Building Permit,$145405
2025-145619 PP,"10501 LINDSHIRE LN, Nashville, TN",Plumbing Permit,$137323
2025-132079 BP,"3315 CHERRY LN, Nashville, TN",Building Permit,$253511
2025-142220 BP,"3600 SAVAGE SPRINGS DR, Nashville, TN",Building Permit,$72168
2025-105571 EP,"16521 DECKER CREEK DR, Nashville, TN",Electrical Permit,$150120
2025-146668 EP,"7211 LAKEWOOD DR UNIT 130, Nashville, TN",Electrical Permit,$121450
2025-146591 BP,"10607 ZEUS CV, Nashville, TN",Building Permit,$239324
2025-148017 MP,"1702 S 2ND ST, Nashville, TN",Mechanical Permit,$148350
2025-147360 PP,"7900 WYCOMBE DR, Nashville, TN",Plumbing Permit,$115465
2025-137191 PP,"1204 SINGLETON AVE, Nashville, TN",Plumbing Permit,$93997
2025-148648 PP,"2507 BARTONS BLUFF CT, Nashville, TN",Plumbing Permit,$152251
2025-146931 PP,"12016 MURANO DR, Nashville, TN",Plumbing Permit,$95541
2025-147571 EP,"9500 TEMPE DR, Nashville, TN",Electrical Permit,$213993
2025-147855 EP,"10523 RIVER PLANTATION DR, Nashville, TN",Electrical Permit,$53457
2025-087735 EP,"1004 JUANITA ST BLDG 1, Nashville, TN",Electrical Permit,$280359
2019-212964 BP,"1300 MC KIE DR BLDG 5, Nashville, TN",Building Permit,$237339
2025-142432 EP,"1010 BRICKELL LOOP UNIT A, Nashville, TN",Electrical Permit,$287899
2025-037200 MP,"2801 THRESH RD UNIT B, Nashville, TN",Mechanical Permit,$192873
2025-148142 EP,"600 E BEN WHITE BLVD SVRD WB UNIT 300, Nashville, TN",Electrical Permit,$178670
2025-141016 BP,"8600 KEYNES LN, Nashville, TN",Building Permit,$295054
2025-143749 PP,"14120 EDNA MAXINE WALK, Nashville, TN",Plumbing Permit,$282892
2025-143776 PP,"625 E 10TH ST UNIT 100, Nashville, TN",Plumbing Permit,$170938
2024-080160 MP,"2900 RIO GRANDE ST, Nashville, TN",Mechanical Permit,$148313
2025-148634 BP,"6315 E STASSNEY LN BLDG 7 UNIT 100, Nashville, TN",Building Permit,$199360
2025-148931 BP,"2509 LOYOLA LN, Nashville, TN",Building Permit,$222534
2025-138925 PP,"7102 WOODFORD WAY, Nashville, TN",Plumbing Permit,$153892
2025-148685 PP,"2602 TOWY RD, Nashville, TN",Plumbing Permit,$211029
2025-148409 PP,"9413 SOLANA VISTA LOOP UNIT A, Nashville, TN",Plumbing Permit,$57901
2025-139658 MP,"1216 HOLLY ST, Nashville, TN",Mechanical Permit,$68504
2025-147032 PP,"3504 NATIVE DANCER CV, Nashville, TN",Plumbing Permit,$190845
2025-146167 EP,"12705 CENTER LAKE DR, Nashville, TN",Electrical Permit,$137286
2025-148036 MP,"9807 BAL HARBOR RD, Nashville, TN",Mechanical Permit,$285202
2025-048482 PP,"2607 RICHCREEK RD, Nashville, TN",Plumbing Permit,$84260
2022-130591 MP,"9601 S IH 35 SVRD NB, Nashville, TN",Mechanical Permit,$258809
2025-147546 MP,"5707 COSTAS CV, Nashville, TN",Mechanical Permit,$144978
2024-160037 PP,"1005 ELDER CIR, Nashville, TN",Plumbing Permit,$51724
2025-147225 PP,"8802 MARMOSET WAY, Nashville, TN",Plumbing Permit,$214972
2025-085650 EP,"1909 WESTRIDGE DR UNIT 1, Nashville, TN",Electrical Permit,$191003
2025-147714 PP,"1711 MOHLE DR, Nashville, TN",Plumbing Permit,$193998
2025-037304 MP,"2806 RANCHERO RD UNIT B, Nashville, TN",Mechanical Permit,$61388
2025-022554 EP,"610 ALLEN ST--BLDG 1--POOL, Nashville, TN",Electrical Permit,$120271
2025-140655 PP,"5201 S PLEASANT VALLEY RD BLDG B, Nashville, TN",Plumbing Permit,$223982
2025-038959 MP,"11101 BELL FARM RD UNIT B, Nashville, TN",Mechanical Permit,$288890
2025-037960 MP,"2805 RANCHERO RD UNIT 1A, Nashville, TN",Mechanical Permit,$130226
2025-140615 EP,"7718 WOOD HOLLOW DR UNIT 100, Nashville, TN",Electrical Permit,$163140
2025-147566 PP,"5124 ENGLISH GLADE DR, Nashville, TN",Plumbing Permit,$216790
2025-085024 EP,"1519 CORONADO HILLS DR, Nashville, TN",Electrical Permit,$234615
2025-147904 EP,"8321 ELANDER DR, Nashville, TN",Electrical Permit,$149071
2025-052966 MP,"2807 RANCHERO RD UNIT B, Nashville, TN",Mechanical Permit,$267307
2025-136809 EP,"4317 CAMACHO ST, Nashville, TN",Electrical Permit,$272914
2025-147620 PP,"6013 SWEDISH FARMS TER, Nashville, TN",Plumbing Permit,$123140
2025-037977 MP,"10906 BELL FARM RD UNIT A, Nashville, TN",Mechanical Permit,$235289
2025-037228 MP,"2803 THRESH RD UNIT B, Nashville, TN",Mechanical Permit,$294688
2025-058240 EP,"9513 BOATHOUSE DR, Nashville, TN",Electrical Permit,$205389
2025-037328 MP,"2804 RANCHERO RD UNIT B, Nashville, TN",Mechanical Permit,$62326
2025-147636 EP,"9636 CHUKAR CIR, Nashville, TN",Electrical Permit,$96310
2025-146791 PP,"14616 IVEANS WAY, Nashville, TN",Plumbing Permit,$224246
2025-146224 MP,"4100 E 51ST ST UNIT 300, Nashville, TN",Mechanical Permit,$156621
2025-149064 BP,"5701 JOHNNY MORRIS RD--UNIT 43, Nashville, TN",Building Permit,$240341
2025-147800 BP,"3203 CLAWSON RD, Nashville, TN",Building Permit,$243315
2025-147560 EP,"1009 MERIDEN LN, Nashville, TN",Electrical Permit,$283157
2025-103878 MP,"912 RED CLIFF DR, Nashville, TN",Mechanical Permit,$147421
2025-106563 PP,"3804 MANORWOOD RD BLDG 2, Nashville, TN",Plumbing Permit,$181790
2025-148472 BP,"2210 HOLLY ST, Nashville, TN",Building Permit,$59276
2025-093430 MP,"8800 COSMICO ST, Nashville, TN",Mechanical Permit,$262026
2025-037211 MP,"11105 CROSSBEAM DR UNIT A, Nashville, TN",Mechanical Permit,$132519
2025-141463 PP,"6307 WEST COURTYARD DR, Nashville, TN",Plumbing Permit,$51829
2025-148369 PP,"12733 TESLA RD, Nashville, TN",Plumbing Permit,$277136
2025-147545 PP,"3902 SIERRA DR, Nashville, TN",Plumbing Permit,$118834
2025-141426 BP,"11201 JOCKEY BLUFF DR, Nashville, TN",Building Permit,$231943
2025-138952 EP,"400 W 15TH ST UNIT 1000, Nashville, TN",Electrical Permit,$290937
2025-120788 BP,"3203 CLAWSON RD, Nashville, TN",Building Permit,$249493
2025-145251 PP,"609 TWELVE OAKS LN, Nashville, TN",Plumbing Permit,$277601
2025-029867 EP,"2603 ROCK TERRACE DR, Nashville, TN",Electrical Permit,$51093
2025-147930 PP,"2408 AMUR DR, Nashville, TN",Plumbing Permit,$77065
2025-146468 BP,"5800 GRAMPIAN CV, Nashville, TN",Building Permit,$184010
2025-148791 BP,"1527 BRADBURY LN, Nashville, TN",Building Permit,$278065
2025-043343 MP,"11107 BELL FARM RD UNIT A, Nashville, TN",Mechanical Permit,$157917
2025-144828 BP,"3016 BELGRAVE FALLS LN, Nashville, TN",Building Permit,$208586
2025-037966 MP,"2805 RANCHERO RD UNIT 2A, Nashville, TN",Mechanical Permit,$123413
2025-106802 PP,"5615 WILLIAM HOLLAND AVE, Nashville, TN",Plumbing Permit,$65489
2025-146798 EP,"7506 SHERWOOD RD, Nashville, TN",Electrical Permit,$85096
2025-147231 PP,"7001 WOODFORD WAY, Nashville, TN",Plumbing Permit,$265083
2025-148983 MP,"300 W 34TH ST BLDG B, Nashville, TN",Mechanical Permit,$139447
2025-129154 MP,"1501 W ANDERSON LN BLDG B UNIT 200, Nashville, TN",Mechanical Permit,$79132
2025-146387 PP,"5301 MONARDA MINT DR, Nashville, TN",Plumbing Permit,$208296
2025-142433 EP,"1010 BRICKELL LOOP UNIT B, Nashville, TN",Electrical Permit,$265781
2025-037985 MP,"11002 BELL FARM RD UNIT A, Nashville, TN",Mechanical Permit,$181393
2025-126691 EP,"12608 TERRA NOVA LN, Nashville, TN",Electrical Permit,$79490
2025-145395 PP,"1818 W ST JOHNS AVE, Nashville, TN",Plumbing Permit,$79145
2025-148176 MP,"1015 E YAGER LN UNIT 122, Nashville, TN",Mechanical Permit,$267140
2025-043284 MP,"11103 BELL FARM RD UNIT A, Nashville, TN",Mechanical Permit,$122545
2025-148058 PP,"2529 BAXTER DR, Nashville, TN",Plumbing Permit,$192037
2025-064762 MP,"11005 BELL FARM RD UNIT A, Nashville, TN",Mechanical Permit,$168565
2025-052965 MP,"2807 RANCHERO RD UNIT A, Nashville, TN",Mechanical Permit,$139450
2025-146288 PP,"5703 SCOUT BLUFF, Nashville, TN",Plumbing Permit,$237501
2025-146382 BP,"5812 MACIVER DR, Nashville, TN",Building Permit,$289386
2025-093167 MP,"8722 COSMICO ST, Nashville, TN",Mechanical Permit,$154408
2025-144188 BP,"4613 CYPRESS BND, Nashville, TN",Building Permit,$148813
2025-037271 MP,"11102 BELL FARM RD UNIT B, Nashville, TN",Mechanical Permit,$64229
2025-144028 BP,"7513 ESPINA DR, Nashville, TN",Building Permit,$149623
2025-146283 PP,"1706 COLLIER ST, Nashville, TN",Plumbing Permit,$298876
2025-148142 PP,"600 E BEN WHITE BLVD SVRD WB UNIT 300, Nashville, TN",Plumbing Permit,$73166
2025-094930 DS,"6611 LEXINGTON RD, Nashville, TN",Driveway / Sidewalks,$105552
2025-146067 EP,"11018 ALHAMBRA DR, Nashville, TN",Electrical Permit,$61507
2025-148277 PP,"3204 SANTA MONICA DR, Nashville, TN",Plumbing Permit,$221467
2025-064151 MP,"5000 STOCKTON LN, Nashville, TN",Mechanical Permit,$83393
2025-147228 PP,"8804 MARMOSET WAY, Nashville, TN",Plumbing Permit,$53961
2025-143777 PP,"625 E 10TH ST UNIT 200, Nashville, TN",Plumbing Permit,$248163
2025-147974 PP,"1007 EMERALD WOOD DR, Nashville, TN",Plumbing Permit,$148470
2025-043674 MP,"2808 THRESH RD UNIT 2B, Nashville, TN",Mechanical Permit,$197330
2025-037199 MP,"2801 THRESH RD UNIT A, Nashville, TN",Mechanical Permit,$141512
2025-146224 PP,"4100 E 51ST ST UNIT 300, Nashville, TN",Plumbing Permit,$269660
2025-148711 PP,"2605 DERWENT DR, Nashville, TN",Plumbing Permit,$243690
2025-037239 MP,"2805 THRESH RD UNIT A, Nashville, TN",Mechanical Permit,$224911
2025-147224 PP,"8800 MARMOSET WAY, Nashville, TN",Plumbing Permit,$102405
2025-148548 MP,"7210 WHEELER BRANCH TRL, Nashville, TN",Mechanical Permit,$109365
2025-142276 EP,"4909 1/2 S IH 35 SVRD NB, Nashville, TN",Electrical Permit,$135236
2025-043494 MP,"11107 BELL FARM RD UNIT B, Nashville, TN",Mechanical Permit,$203851
2025-136070 MP,"2501 CROWNSPOINT DR, Nashville, TN",Mechanical Permit,$177538
2025-070444 PP,"1501 NORTHWOOD RD, Nashville, TN",Plumbing Permit,$260671
2025-145911 PP,"4330 AIRPORT BLVD BLDG 2, Nashville, TN",Plumbing Permit,$201872
2025-148143 PP,"600 E BEN WHITE BLVD SVRD WB UNIT 300, Nashville, TN",Plumbing Permit,$284054
2025-139117 EP,"8925 BREEZE HILL DR, Nashville, TN",Electrical Permit,$199251
2025-037227 MP,"2803 THRESH RD UNIT A, Nashville, TN",Mechanical Permit,$241941
2025-148142 MP,"600 E BEN WHITE BLVD SVRD WB UNIT 300, Nashville, TN",Mechanical Permit,$108224
2025-148050 BP,"1191 ANGELINA ST, Nashville, TN",Building Permit,$198431
2025-148392 MP,"5505 OVERBROOK DR, Nashville, TN",Mechanical Permit,$84041
2025-095561 EP,"7503 1/2 W SH 71, Nashville, TN",Electrical Permit,$74684
2025-138951 EP,"400 W 15TH ST UNIT 804, Nashville, TN",Electrical Permit,$207808
2025-146047 EP,"906 E LIVE OAK ST, Nashville, TN",Electrical Permit,$162334
2025-037967 MP,"2805 RANCHERO RD UNIT 2B, Nashville, TN",Mechanical Permit,$265729
2025-147628 PP,"1403 E APPLEGATE DR, Nashville, TN",Plumbing Permit,$192187
2025-148413 EP,"4631 AIRPORT BLVD UNIT 118, Nashville, TN",Electrical Permit,$224795
2025-052981 MP,"10905 BELL FARM RD UNIT A, Nashville, TN",Mechanical Permit,$54902
2025-146538 PP,"8009 CAMINITA CV, Nashville, TN",Plumbing Permit,$201813
2025-147051 BP,"607 PARK BLVD, Nashville, TN",Building Permit,$258414
2025-042665 MP,"2808 THRESH RD UNIT 1A, Nashville, TN",Mechanical Permit,$198657
2025-148477 PP,"8701 ESCARPMENT BLVD UNIT 71, Nashville, TN",Plumbing Permit,$273789
2025-038878 MP,"2800 THRESH RD UNIT A, Nashville, TN",Mechanical Permit,$185397
2025-038889 MP,"2802 THRESH RD UNIT A, Nashville, TN",Mechanical Permit,$297994
2025-147033 BP,"3202 FUNSTON ST, Nashville, TN",Building Permit,$289435
2025-147883 PP,"11128 SEA HERO LN, Nashville, TN",Plumbing Permit,$242238
2025-038938 MP,"10907 BELL FARM RD UNIT A, Nashville, TN",Mechanical Permit,$158185
2025-147945 BP,"8304 MILLWAY DR, Nashville, TN",Building Permit,$279061
2025-141822 BP,"7406 GUNNISON PASS, Nashville, TN",Building Permit,$253415
2025-136904 BP,"926 SPRINGDALE RD, Nashville, TN",Building Permit,$272475
2025-068007 MP,"5004 STOCKTON LN, Nashville, TN",Mechanical Permit,$158900
2025-037327 MP,"2804 RANCHERO RD UNIT A, Nashville, TN",Mechanical Permit,$133234
2025-122116 PP,"10 WOODSTONE SQ, Nashville, TN",Plumbing Permit,$117689
2025-146617 PP,"1710 MC CALL RD, Nashville, TN",Plumbing Permit,$278233
2025-146205 EP,"2402 1/2 S CONGRESS AVE UNIT B, Nashville, TN",Electrical Permit,$266131
2025-147036 BP,"1011 SPRINGDALE RD, Nashville, TN",Building Permit,$238539
2025-144731 BP,"11524 CHURCH CANYON DR, Nashville, TN",Building Permit,$221891
2025-126345 EP,"15112 DODGE CATTLE CV, Nashville, TN",Electrical Permit,$72159
2025-147533 MP,"2006 ELTON LN, Nashville, TN",Mechanical Permit,$90598
2025-147801 BP,"3203 CLAWSON RD BLDG 2, Nashville, TN",Building Permit,$56230
2025-038890 MP,"2802 THRESH RD UNIT B, Nashville, TN",Mechanical Permit,$238880
2025-145622 BP,"116 TEXAS ASH CV, Nashville, TN",Building Permit,$88288
2025-071631 MP,"8612 WINDING WALK, Nashville, TN",Mechanical Permit,$60563
2025-089693 PP,"1906 WILLOW ST, Nashville, TN",Plumbing Permit,$85632
2025-142939 DS,"1736 BUNCHE RD, Nashville, TN",Driveway / Sidewalks,$231129
2025-130295 PP,"2907 BEANNA ST BLDG 2, Nashville, TN",Plumbing Permit,$264470
2025-146705 PP,"1903 GREENBROOK PKWY, Nashville, TN",Plumbing Permit,$116242
2025-147229 PP,"8806 MARMOSET WAY, Nashville, TN",Plumbing Permit,$169551
2025-136434 PP,"2002 WOOTEN DR, Nashville, TN",Plumbing Permit,$267384
2025-148270 PP,"3811 BONNELL DR, Nashville, TN",Plumbing Permit,$130299
2025-037270 MP,"11102 BELL FARM RD UNIT A, Nashville, TN",Mechanical Permit,$150737
2025-138953 EP,"400 W 15TH ST UNIT 1100, Nashville, TN",Electrical Permit,$116356
2025-146189 PP,"4712 CRAIGWOOD DR, Nashville, TN",Plumbing Permit,$254483
2025-137193 PP,"1204 SINGLETON AVE, Nashville, TN",Plumbing Permit,$120264
2025-037978 MP,"10906 BELL FARM RD UNIT B, Nashville, TN",Mechanical Permit,$280632
2025-147957 MP,"1406 BRAES RIDGE DR--BLDG B, Nashville, TN",Mechanical Permit,$119963
2025-146403 PP,"5216 MONARDA MINT DR, Nashville, TN",Plumbing Permit,$50316
2025-038879 MP,"2800 THRESH RD UNIT B, Nashville, TN",Mechanical Permit,$278928
2025-147370 PP,"5705 BLAZEWOOD DR, Nashville, TN",Plumbing Permit,$68287
2025-037258 MP,"2807 THRESH RD UNIT B, Nashville, TN",Mechanical Permit,$279685
2025-146753 BP,"11125 AVERING LN, Nashville, TN",Building Permit,$256823
2025-146588 MP,"1304 MARIPOSA DR UNIT 242, Nashville, TN",Mechanical Permit,$113543
2025-146228 PP,"4100 E 51ST ST UNIT 300, Nashville, TN",Plumbing Permit,$139140
2025-144865 PP,"1705 KIT CIR, Nashville, TN",Plumbing Permit,$140886
2025-144152 PP,"4616 ENGLEWOOD DR, Nashville, TN",Plumbing Permit,$205137
2025-147192 MP,"7708 BAJA CV, Nashville, TN",Mechanical Permit,$146954
2025-037257 MP,"2807 THRESH RD UNIT A, Nashville, TN",Mechanical Permit,$186515
2025-043325 MP,"11105 BELL FARM RD UNIT A, Nashville, TN",Mechanical Permit,$125508
2025-148573 BP,"3309 HARPERS FERRY LN, Nashville, TN",Building Permit,$122726
2025-138954 EP,"400 W 15TH ST UNIT 1200, Nashville, TN",Electrical Permit,$158478
2025-038924 MP,"2806 THRESH RD UNIT A, Nashville, TN",Mechanical Permit,$166616
2025-043792 MP,"2808 THRESH RD UNIT 1B, Nashville, TN",Mechanical Permit,$119897
2025-148866 EP,"10006 MANDEVILLE CIR, Nashville, TN",Electrical Permit,$144672
2025-052982 MP,"10905 BELL FARM RD UNIT B, Nashville, TN",Mechanical Permit,$134550
2025-146373 PP,"5303 MONARDA MINT DR, Nashville, TN",Plumbing Permit,$297508
2025-147055 BP,"6636 DOGWOOD CREEK DR, Nashville, TN",Building Permit,$165189
2025-130866 EP,"1011 W 5TH ST UNIT 140, Nashville, TN",Electrical Permit,$216936
2025-134385 PP,"1607 PEASE RD, Nashville, TN",Plumbing Permit,$130040
2025-038939 MP,"10907 BELL FARM RD UNIT B, Nashville, TN",Mechanical Permit,$69336
2025-098087 MP,"502 W LONGSPUR BLVD BLDG 9, Nashville, TN",Mechanical Permit,$87987
2025-147794 BP,"2415 DORMARION LN, Nashville, TN",Building Permit,$176069
2025-146934 EP,"2301 WESTWORTH CIR, Nashville, TN",Electrical Permit,$195727
2025-146480 BP,"7400 WHISPERING OAKS DR, Nashville, TN",Building Permit,$171936
2025-038958 MP,"11101 BELL FARM RD UNIT A, Nashville, TN",Mechanical Permit,$144631
2024-126575 DS,"801-925 E PARMER LN, Nashville, TN",Driveway / Sidewalks,$124438
2025-145910 PP,"4330 AIRPORT BLVD BLDG 1, Nashville, TN",Plumbing Permit,$262719
2025-080269 PP,"2008 S 2ND ST UNIT B, Nashville, TN",Plumbing Permit,$261670
2025-115668 EP,"12221 N MOPAC EXPY SVRD NB, Nashville, TN",Electrical Permit,$218949
2025-147794 PP,"2415 DORMARION LN, Nashville, TN",Plumbing Permit,$166885
2025-147633 MP,"4307 SARASOTA DR, Nashville, TN",Mechanical Permit,$188170
2025-038925 MP,"2806 THRESH RD UNIT B, Nashville, TN",Mechanical Permit,$70529
2025-148700 PP,"2608 TOWY RD, Nashville, TN",Plumbing Permit,$66089
2025-148158 MP,"12309 BAR X DR, Nashville, TN",Mechanical Permit,$166916
2025-147831 MP,"5501 W PARMER LN BLDG 2, Nashville, TN",Mechanical Permit,$128638
2025-064010 MP,"9009 GLENN LN, Nashville, TN",Mechanical Permit,$80491
2025-147653 EP,"12917 STAYWELL WAY, Nashville, TN",Electrical Permit,$276373
2024-140468 EP,"21 ST STEPHENS SCHOOL RD, Nashville, TN",Electrical Permit,$255639
2025-037212 MP,"11105 CROSSBEAM DR UNIT B, Nashville, TN",Mechanical Permit,$119839
2025-144139 BP,"4837 TRAIL CREST CIR, Nashville, TN",Building Permit,$157723
2025-147836 BP,"7400 S CONGRESS AVE, Nashville, TN",Building Permit,$100974
2025-038902 MP,"2804 THRESH RD UNIT B, Nashville, TN",Mechanical Permit,$73555
2025-144015 MP,"7208 ARROYO SECO, Nashville, TN",Mechanical Permit,$289829
2025-146300 EP,"1112 W BEN WHITE BLVD SVRD WB, Nashville, TN",Electrical Permit,$125645
2025-106562 PP,"3804 MANORWOOD RD BLDG 1, Nashville, TN",Plumbing Permit,$223341
2025-043734 MP,"11105 BELL FARM RD UNIT B, Nashville, TN",Mechanical Permit,$160591
2025-038901 MP,"2804 THRESH RD UNIT A, Nashville, TN",Mechanical Permit,$258534
2025-037303 MP,"2806 RANCHERO RD UNIT A, Nashville, TN",Mechanical Permit,$121506
2025-130293 PP,"2907 BEANNA ST BLDG 1, Nashville, TN",Plumbing Permit,$265911
2025-147251 PP,"7609 NAVARRO PL, Nashville, TN",Plumbing Permit,$109938
2025-127673 BP,"9517 BOATHOUSE DR, Nashville, TN",Building Permit,$62911
2025-149604 BP,"3108 E 12TH ST, Nashville, TN",Building Permit,$208532
2025-147637 PP,"9301 BOATHOUSE DR, Nashville, TN",Plumbing Permit,$291847
2025-148870 BP,"6903 FRONTERA TRL, Nashville, TN",Building Permit,$227541
2025-148236 MP,"2730 WINDING BROOK DR, Nashville, TN",Mechanical Permit,$177338
2025-149076 BP,"3808 1/2 KEATS DR, Nashville, TN",Building Permit,$85953
2025-137185 EP,"2521 RUTLAND DR, Nashville, TN",Electrical Permit,$138365
2025-147789 EP,"4700 BANISTER LN, Nashville, TN",Electrical Permit,$114823
2025-148881 BP,"7301 BLUNTLEAF CV, Nashville, TN",Building Permit,$125153
2025-140488 PP,"3220 CHERRY LN, Nashville, TN",Plumbing Permit,$269022
2025-148334 EP,"6714 1/2 TAYLOR LN, Nashville, TN",Electrical Permit,$198992
2025-142348 EP,"9504 N LAMAR BLVD, Nashville, TN",Electrical Permit,$156126
2025-148620 BP,"3202 LAFAYETTE AVE, Nashville, TN",Building Permit,$117306
2025-147397 BP,"2301 E RIVERSIDE DR BLDG A, Nashville, TN",Building Permit,$94262
2025-148072 PP,"11702 NORTH OAKS DR, Nashville, TN",Plumbing Permit,$79646
2025-148986 BP,"5501 AMESWOOD DR, Nashville, TN",Building Permit,$252918
2024-157803 BP,"2416 VISTA LN, Nashville, TN",Building Permit,$140038
2025-147643 PP,"10908 GILMER CT, Nashville, TN",Plumbing Permit,$276888
2025-137218 EP,"2716 GUADALUPE ST, Nashville, TN",Electrical Permit,$169195
2025-148518 EP,"309 E LOLA DR, Nashville, TN",Electrical Permit,$83485
